sample_id,image_path,leaf_dir,filename,qc_label,primary_issue,notes,round_name,source_sample_id,sampling_reason,leaf_score,leaf_reject,leaf_uncertain,leaf_usable,round_order
qc_0018,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645736462_912349010008_10880_0100.png,28gusui&pizang/03/02,cell_1761645736462_912349010008_10880_0100.png,uncertain,,,round1,,,,,,,1
qc2_0183,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645738335_912349010008_10996_0000.png,28gusui&pizang/03/02,cell_1761645738335_912349010008_10996_0000.png,uncertain,fragment,,round2,,hard_leaf_new,7.0,1.0,5.0,6.0,2
qc2_0184,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645739164_912349010008_11071_0100.png,28gusui&pizang/03/02,cell_1761645739164_912349010008_11071_0100.png,usable_single_cell,,,round2,,hard_leaf_new,7.0,1.0,5.0,6.0,2
qc2_0185,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645743647_912349010008_11462_0000.png,28gusui&pizang/03/02,cell_1761645743647_912349010008_11462_0000.png,usable_single_cell,,,round2,,hard_leaf_new,7.0,1.0,5.0,6.0,2
qc_0019,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645748335_912349010008_11785_0100.png,28gusui&pizang/03/02,cell_1761645748335_912349010008_11785_0100.png,reject,,,round1,,,,,,,1
qc2_0186,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645750725_912349010008_11964_0000.png,28gusui&pizang/03/02,cell_1761645750725_912349010008_11964_0000.png,reject,adhesion,,round2,,hard_leaf_new,7.0,1.0,5.0,6.0,2
qc_0020,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645753618_912349010008_12191_0000.png,28gusui&pizang/03/02,cell_1761645753618_912349010008_12191_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0021,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645756186_912349010008_12391_0000.png,28gusui&pizang/03/02,cell_1761645756186_912349010008_12391_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0022,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645758979_912349010008_12607_0000.png,28gusui&pizang/03/02,cell_1761645758979_912349010008_12607_0000.png,uncertain,,,round1,,,,,,,1
qc_0023,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645759804_912349010008_12666_0000.png,28gusui&pizang/03/02,cell_1761645759804_912349010008_12666_0000.png,usable_single_cell,,,round1,,,,,,,1
qc2_0187,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645766031_912349010008_13073_0000.png,28gusui&pizang/03/02,cell_1761645766031_912349010008_13073_0000.png,usable_single_cell,,,round2,,hard_leaf_new,7.0,1.0,5.0,6.0,2
qc2_0188,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645773726_912349010008_13630_0000.png,28gusui&pizang/03/02,cell_1761645773726_912349010008_13630_0000.png,usable_single_cell,,,round2,,hard_leaf_new,7.0,1.0,5.0,6.0,2
qc_0024,/home/wangqianqian/project/FS/data/28gusui&pizang/03/02/cell_1761645779556_912349010008_14080_0000.png,28gusui&pizang/03/02,cell_1761645779556_912349010008_14080_0000.png,uncertain,,,round1,,,,,,,1
qc_0025,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645781921_912349010008_14244_0000.png,28gusui&pizang/03/03,cell_1761645781921_912349010008_14244_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0026,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645792207_912349010008_15064_0000.png,28gusui&pizang/03/03,cell_1761645792207_912349010008_15064_0000.png,uncertain,,,round1,,,,,,,1
qc_0027,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645793690_912349010008_15168_0000.png,28gusui&pizang/03/03,cell_1761645793690_912349010008_15168_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0028,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645797092_912349010008_15440_0000.png,28gusui&pizang/03/03,cell_1761645797092_912349010008_15440_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0029,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645805910_912349010008_16121_0000.png,28gusui&pizang/03/03,cell_1761645805910_912349010008_16121_0000.png,uncertain,,,round1,,,,,,,1
qc_0030,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645807886_912349010008_16266_0100.png,28gusui&pizang/03/03,cell_1761645807886_912349010008_16266_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0031,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645813807_912349010008_16730_0100.png,28gusui&pizang/03/03,cell_1761645813807_912349010008_16730_0100.png,uncertain,,,round1,,,,,,,1
qc_0032,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645814809_912349010008_16810_0000.png,28gusui&pizang/03/03,cell_1761645814809_912349010008_16810_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0033,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645816501_912349010008_16944_0000.png,28gusui&pizang/03/03,cell_1761645816501_912349010008_16944_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0034,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645820470_912349010008_17227_0000.png,28gusui&pizang/03/03,cell_1761645820470_912349010008_17227_0000.png,uncertain,,,round1,,,,,,,1
qc_0035,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645822837_912349010008_17468_0000.png,28gusui&pizang/03/03,cell_1761645822837_912349010008_17468_0000.png,uncertain,,,round1,,,,,,,1
qc_0036,/home/wangqianqian/project/FS/data/28gusui&pizang/03/03/cell_1761645823565_912349010008_17540_0000.png,28gusui&pizang/03/03,cell_1761645823565_912349010008_17540_0000.png,uncertain,,,round1,,,,,,,1
qc_0037,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645840752_912349010008_18825_0100.png,28gusui&pizang/03/04,cell_1761645840752_912349010008_18825_0100.png,usable_single_cell,,,round1,,,,,,,1
qc2_0085,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645846096_912349010008_19266_0000.png,28gusui&pizang/03/04,cell_1761645846096_912349010008_19266_0000.png,usable_single_cell,,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0038,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645850194_912349010008_19657_0100.png,28gusui&pizang/03/04,cell_1761645850194_912349010008_19657_0100.png,uncertain,,,round1,,,,,,,1
qc_0039,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645850529_912349010008_19694_0000.png,28gusui&pizang/03/04,cell_1761645850529_912349010008_19694_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0040,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645851096_912349010008_19745_0100.png,28gusui&pizang/03/04,cell_1761645851096_912349010008_19745_0100.png,reject,,,round1,,,,,,,1
qc2_0086,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645854864_912349010008_20059_0000.png,28gusui&pizang/03/04,cell_1761645854864_912349010008_20059_0000.png,usable_single_cell,,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0041,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645856813_912349010008_20253_0100.png,28gusui&pizang/03/04,cell_1761645856813_912349010008_20253_0100.png,reject,,,round1,,,,,,,1
qc_0042,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645857129_912349010008_20294_0000.png,28gusui&pizang/03/04,cell_1761645857129_912349010008_20294_0000.png,reject,,,round1,,,,,,,1
qc2_0087,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645857175_912349010008_20297_0000.png,28gusui&pizang/03/04,cell_1761645857175_912349010008_20297_0000.png,reject,dead_or_broken,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0043,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645863624_912349010008_20833_0100.png,28gusui&pizang/03/04,cell_1761645863624_912349010008_20833_0100.png,usable_single_cell,,,round1,,,,,,,1
qc2_0088,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645866456_912349010008_21126_0000.png,28gusui&pizang/03/04,cell_1761645866456_912349010008_21126_0000.png,uncertain,dead_or_broken,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0044,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645870031_912349010008_21433_0000.png,28gusui&pizang/03/04,cell_1761645870031_912349010008_21433_0000.png,reject,,,round1,,,,,,,1
qc2_0089,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645876325_912349010008_21958_0000.png,28gusui&pizang/03/04,cell_1761645876325_912349010008_21958_0000.png,usable_single_cell,,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc2_0090,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645876436_912349010008_21972_0100.png,28gusui&pizang/03/04,cell_1761645876436_912349010008_21972_0100.png,reject,dead_or_broken,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0045,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645876645_912349010008_21993_0100.png,28gusui&pizang/03/04,cell_1761645876645_912349010008_21993_0100.png,uncertain,,,round1,,,,,,,1
qc2_0091,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645876789_912349010008_22005_0100.png,28gusui&pizang/03/04,cell_1761645876789_912349010008_22005_0100.png,usable_single_cell,,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0046,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645877022_912349010008_22028_0000.png,28gusui&pizang/03/04,cell_1761645877022_912349010008_22028_0000.png,usable_single_cell,,,round1,,,,,,,1
qc2_0092,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645877074_912349010008_22039_0000.png,28gusui&pizang/03/04,cell_1761645877074_912349010008_22039_0000.png,usable_single_cell,,,round2,,hard_leaf_new,11.0,4.0,3.0,5.0,2
qc_0047,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645881516_912349010008_22408_0000.png,28gusui&pizang/03/04,cell_1761645881516_912349010008_22408_0000.png,uncertain,,,round1,,,,,,,1
qc_0048,/home/wangqianqian/project/FS/data/28gusui&pizang/03/04/cell_1761645886918_912349010008_22819_0000.png,28gusui&pizang/03/04,cell_1761645886918_912349010008_22819_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0049,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645902676_912349010008_23940_0100.png,28gusui&pizang/03/05,cell_1761645902676_912349010008_23940_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0050,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645907426_912349010008_24339_0000.png,28gusui&pizang/03/05,cell_1761645907426_912349010008_24339_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0051,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645916814_912349010008_25004_0000.png,28gusui&pizang/03/05,cell_1761645916814_912349010008_25004_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0052,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645921953_912349010008_25387_0100.png,28gusui&pizang/03/05,cell_1761645921953_912349010008_25387_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0053,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645922591_912349010008_25455_0000.png,28gusui&pizang/03/05,cell_1761645922591_912349010008_25455_0000.png,uncertain,,,round1,,,,,,,1
qc_0054,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645928880_912349010008_25935_0100.png,28gusui&pizang/03/05,cell_1761645928880_912349010008_25935_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0055,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645933550_912349010008_26298_0000.png,28gusui&pizang/03/05,cell_1761645933550_912349010008_26298_0000.png,uncertain,,,round1,,,,,,,1
qc_0056,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645938048_912349010008_26621_0000.png,28gusui&pizang/03/05,cell_1761645938048_912349010008_26621_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0057,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645945013_912349010008_27229_0100.png,28gusui&pizang/03/05,cell_1761645945013_912349010008_27229_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0058,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645949530_912349010008_27602_0000.png,28gusui&pizang/03/05,cell_1761645949530_912349010008_27602_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0059,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645952117_912349010008_27794_0100.png,28gusui&pizang/03/05,cell_1761645952117_912349010008_27794_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0060,/home/wangqianqian/project/FS/data/28gusui&pizang/03/05/cell_1761645956898_912349010008_28156_0100.png,28gusui&pizang/03/05,cell_1761645956898_912349010008_28156_0100.png,uncertain,,,round1,,,,,,,1
qc2_0077,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645964348_912349010008_28741_0100.png,28gusui&pizang/03/06,cell_1761645964348_912349010008_28741_0100.png,usable_single_cell,,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc_0061,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645965044_912349010008_28818_0100.png,28gusui&pizang/03/06,cell_1761645965044_912349010008_28818_0100.png,reject,adhesion,,round1,,,,,,,1
qc2_0078,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645965874_912349010008_28890_0000.png,28gusui&pizang/03/06,cell_1761645965874_912349010008_28890_0000.png,usable_single_cell,,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc_0062,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645968093_912349010008_29055_0000.png,28gusui&pizang/03/06,cell_1761645968093_912349010008_29055_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0063,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645969075_912349010008_29140_0000.png,28gusui&pizang/03/06,cell_1761645969075_912349010008_29140_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0064,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645969252_912349010008_29150_0000.png,28gusui&pizang/03/06,cell_1761645969252_912349010008_29150_0000.png,uncertain,adhesion,,round1,,,,,,,1
qc2_0079,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645970160_912349010008_29221_0000.png,28gusui&pizang/03/06,cell_1761645970160_912349010008_29221_0000.png,uncertain,shape_abnormal,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc_0065,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645971661_912349010008_29347_0000.png,28gusui&pizang/03/06,cell_1761645971661_912349010008_29347_0000.png,reject,dead_or_broken,,round1,,,,,,,1
qc2_0080,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645972623_912349010008_29413_0100.png,28gusui&pizang/03/06,cell_1761645972623_912349010008_29413_0100.png,usable_single_cell,,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc_0066,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645981531_912349010008_30215_0100.png,28gusui&pizang/03/06,cell_1761645981531_912349010008_30215_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0067,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645985649_912349010008_30558_0100.png,28gusui&pizang/03/06,cell_1761645985649_912349010008_30558_0100.png,reject,dead_or_broken,,round1,,,,,,,1
qc_0068,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645986133_912349010008_30606_0100.png,28gusui&pizang/03/06,cell_1761645986133_912349010008_30606_0100.png,uncertain,,,round1,,,,,,,1
qc2_0081,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645990644_912349010008_30933_0100.png,28gusui&pizang/03/06,cell_1761645990644_912349010008_30933_0100.png,usable_single_cell,,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc2_0082,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645990741_912349010008_30943_0100.png,28gusui&pizang/03/06,cell_1761645990741_912349010008_30943_0100.png,usable_single_cell,,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc_0069,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645993211_912349010008_31147_0100.png,28gusui&pizang/03/06,cell_1761645993211_912349010008_31147_0100.png,uncertain,,,round1,,,,,,,1
qc_0070,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761645993577_912349010008_31184_0000.png,28gusui&pizang/03/06,cell_1761645993577_912349010008_31184_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0071,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761646001833_912349010008_31841_0000.png,28gusui&pizang/03/06,cell_1761646001833_912349010008_31841_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0072,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761646004014_912349010008_32010_0100.png,28gusui&pizang/03/06,cell_1761646004014_912349010008_32010_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc2_0083,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761646004106_912349010008_32025_0100.png,28gusui&pizang/03/06,cell_1761646004106_912349010008_32025_0100.png,reject,adhesion,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc2_0084,/home/wangqianqian/project/FS/data/28gusui&pizang/03/06/cell_1761646007075_912349010008_32291_0100.png,28gusui&pizang/03/06,cell_1761646007075_912349010008_32291_0100.png,usable_single_cell,,,round2,,hard_leaf_new,12.0,3.0,6.0,3.0,2
qc_0073,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646027850_912349010008_34151_0100.png,28gusui&pizang/03/07,cell_1761646027850_912349010008_34151_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0074,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646038099_912349010008_35027_0000.png,28gusui&pizang/03/07,cell_1761646038099_912349010008_35027_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0075,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646038981_912349010008_35109_0100.png,28gusui&pizang/03/07,cell_1761646038981_912349010008_35109_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0076,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646043175_912349010008_35476_0000.png,28gusui&pizang/03/07,cell_1761646043175_912349010008_35476_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0077,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646047157_912349010008_35809_0000.png,28gusui&pizang/03/07,cell_1761646047157_912349010008_35809_0000.png,reject,dead_or_broken,,round1,,,,,,,1
qc_0078,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646049412_912349010008_36020_0000.png,28gusui&pizang/03/07,cell_1761646049412_912349010008_36020_0000.png,usable_single_cell,dead_or_broken,,round1,,,,,,,1
qc_0079,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646050258_912349010008_36120_0000.png,28gusui&pizang/03/07,cell_1761646050258_912349010008_36120_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0080,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646058925_912349010008_36860_0000.png,28gusui&pizang/03/07,cell_1761646058925_912349010008_36860_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0081,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646060090_912349010008_36955_0100.png,28gusui&pizang/03/07,cell_1761646060090_912349010008_36955_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0082,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646060821_912349010008_37009_0000.png,28gusui&pizang/03/07,cell_1761646060821_912349010008_37009_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0083,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646061978_912349010008_37108_0000.png,28gusui&pizang/03/07,cell_1761646061978_912349010008_37108_0000.png,usable_single_cell,,,round1,,,,,,,1
